store_id,cat_id,date,sales,in_training
TX_1,FOODS,2011-05-27,2889.56,true
TX_1,FOODS,2011-05-28,3637.92,true
TX_1,FOODS,2011-05-29,3751.49,true
TX_1,FOODS,2011-05-30,3173.31,true
TX_1,FOODS,2011-05-31,2686.63,true
TX_1,FOODS,2011-06-01,4003.09,true
TX_1,FOODS,2011-06-02,3315.33,true
TX_1,FOODS,2011-06-03,4133.83,true
TX_1,FOODS,2011-06-04,4114.05,true
TX_1,FOODS,2011-06-05,4810.4800000000005,true
TX_1,FOODS,2011-06-06,4176.95,true
TX_1,FOODS,2011-06-07,4304.93,true
TX_1,FOODS,2011-06-08,3420.66,true
TX_1,FOODS,2011-06-09,3994.77,true
TX_1,FOODS,2011-06-10,3702.69,true
TX_1,FOODS,2011-06-11,4695.8,true
TX_1,FOODS,2011-06-12,5132.67,true
TX_1,FOODS,2011-06-13,4229.35,true
TX_1,FOODS,2011-06-14,3683.54,true
TX_1,FOODS,2011-06-15,4100.66,true
TX_1,FOODS,2011-06-16,3380.37,true
TX_1,FOODS,2011-06-17,3651.55,true
TX_1,FOODS,2011-06-18,4397.45,true
TX_1,FOODS,2011-06-19,4393.87,true
TX_1,FOODS,2011-06-20,3685.88,true
TX_1,FOODS,2011-06-21,3147.49,true
TX_1,FOODS,2011-06-22,2456.27,true
TX_1,FOODS,2011-06-23,3326.29,true
TX_1,FOODS,2011-06-24,3415.54,true
TX_1,FOODS,2011-06-25,3961.57,true
TX_1,FOODS,2011-06-26,4250.31,true
TX_1,FOODS,2011-06-27,3423.76,true
TX_1,FOODS,2011-06-28,2948.85,true
TX_1,FOODS,2011-06-29,2690.51,true
TX_1,FOODS,2011-06-30,2868.87,true
TX_1,FOODS,2011-07-01,4557.6,true
TX_1,FOODS,2011-07-02,4342.95,true
TX_1,FOODS,2011-07-03,4707.08,true
TX_1,FOODS,2011-07-04,3622.65,true
TX_1,FOODS,2011-07-05,3916.08,true
TX_1,FOODS,2011-07-06,4304.63,true
TX_1,FOODS,2011-07-07,4463.17,true
TX_1,FOODS,2011-07-08,3800.71,true
TX_1,FOODS,2011-07-09,4834.93,true
TX_1,FOODS,2011-07-10,4613.95,true
TX_1,FOODS,2011-07-11,4641.58,true
TX_1,FOODS,2011-07-12,4314.38,true
TX_1,FOODS,2011-07-13,4740.56,true
TX_1,FOODS,2011-07-14,3473.97,true
TX_1,FOODS,2011-07-15,4862.83,true
TX_1,FOODS,2011-07-16,4789.17,true
TX_1,FOODS,2011-07-17,5066.0,true
TX_1,FOODS,2011-07-18,3504.01,true
TX_1,FOODS,2011-07-19,3325.34,true
TX_1,FOODS,2011-07-20,3155.4,true
TX_1,FOODS,2011-07-21,3427.86,true
TX_1,FOODS,2011-07-22,3711.09,true
TX_1,FOODS,2011-07-23,4284.99,true
TX_1,FOODS,2011-07-24,4416.85,true
TX_1,FOODS,2011-07-25,3406.91,true
TX_1,FOODS,2011-07-26,3310.44,true
TX_1,FOODS,2011-07-27,2989.43,true
TX_1,FOODS,2011-07-28,3010.18,true
TX_1,FOODS,2011-07-29,3369.14,true
TX_1,FOODS,2011-07-30,3381.57,true
TX_1,FOODS,2011-07-31,4249.8,true
TX_1,FOODS,2011-08-01,4561.39,true
TX_1,FOODS,2011-08-02,3474.32,true
TX_1,FOODS,2011-08-03,4341.47,true
TX_1,FOODS,2011-08-04,3387.44,true
TX_1,FOODS,2011-08-05,4255.55,true
TX_1,FOODS,2011-08-06,5742.59,true
TX_1,FOODS,2011-08-07,5831.62,true
TX_1,FOODS,2011-08-08,3742.16,true
TX_1,FOODS,2011-08-09,4454.36,true
TX_1,FOODS,2011-08-10,3534.6,true
TX_1,FOODS,2011-08-11,4278.79,true
TX_1,FOODS,2011-08-12,4922.61,true
TX_1,FOODS,2011-08-13,6553.7,true
TX_1,FOODS,2011-08-14,5372.22,true
TX_1,FOODS,2011-08-15,4909.2,true
TX_1,FOODS,2011-08-16,4196.84,true
TX_1,FOODS,2011-08-17,4029.64,true
TX_1,FOODS,2011-08-18,4006.16,true
TX_1,FOODS,2011-08-19,4158.9800000000005,true
TX_1,FOODS,2011-08-20,5616.7,true
TX_1,FOODS,2011-08-21,6630.33,true
TX_1,FOODS,2011-08-22,4420.08,true
TX_1,FOODS,2011-08-23,3510.41,true
TX_1,FOODS,2011-08-24,3614.91,true
TX_1,FOODS,2011-08-25,3168.48,true
TX_1,FOODS,2011-08-26,3170.9,true
TX_1,FOODS,2011-08-27,4692.19,true
TX_1,FOODS,2011-08-28,5115.2,true
TX_1,FOODS,2011-08-29,3399.53,true
TX_1,FOODS,2011-08-30,3086.35,true
TX_1,FOODS,2011-08-31,3316.52,true
TX_1,FOODS,2011-09-01,4974.1,true
TX_1,FOODS,2011-09-02,4023.58,true
TX_1,FOODS,2011-09-03,5695.34,true
TX_1,FOODS,2011-09-04,4376.17,true
TX_1,FOODS,2011-09-05,5034.12,true
TX_1,FOODS,2011-09-06,4053.02,true
TX_1,FOODS,2011-09-07,4701.31,true
TX_1,FOODS,2011-09-08,3414.02,true
TX_1,FOODS,2011-09-09,4554.66,true
TX_1,FOODS,2011-09-10,5083.6900000000005,true
TX_1,FOODS,2011-09-11,6150.91,true
TX_1,FOODS,2011-09-12,4770.19,true
TX_1,FOODS,2011-09-13,4955.78,true
TX_1,FOODS,2011-09-14,4124.17,true
TX_1,FOODS,2011-09-15,5020.12,true
TX_1,FOODS,2011-09-16,4679.92,true
TX_1,FOODS,2011-09-17,5251.99,true
TX_1,FOODS,2011-09-18,4943.55,true
TX_1,FOODS,2011-09-19,3810.87,true
TX_1,FOODS,2011-09-20,3577.19,true
TX_1,FOODS,2011-09-21,3364.03,true
TX_1,FOODS,2011-09-22,3298.04,true
TX_1,FOODS,2011-09-23,3431.68,true
TX_1,FOODS,2011-09-24,4850.66,true
TX_1,FOODS,2011-09-25,5262.41,true
TX_1,FOODS,2011-09-26,3764.6,true
TX_1,FOODS,2011-09-27,3254.43,true
TX_1,FOODS,2011-09-28,2742.76,true
TX_1,FOODS,2011-09-29,2892.59,true
TX_1,FOODS,2011-09-30,3737.44,true
TX_1,FOODS,2011-10-01,6140.41,true
TX_1,FOODS,2011-10-02,5518.24,true
TX_1,FOODS,2011-10-03,4730.9,true
TX_1,FOODS,2011-10-04,3795.77,true
TX_1,FOODS,2011-10-05,4634.96,true
TX_1,FOODS,2011-10-06,4263.25,true
TX_1,FOODS,2011-10-07,4740.36,true
TX_1,FOODS,2011-10-08,5273.45,true
TX_1,FOODS,2011-10-09,5515.49,true
TX_1,FOODS,2011-10-10,4615.3,true
TX_1,FOODS,2011-10-11,4498.22,true
TX_1,FOODS,2011-10-12,4643.58,true
TX_1,FOODS,2011-10-13,4462.37,true
TX_1,FOODS,2011-10-14,4414.54,true
TX_1,FOODS,2011-10-15,6403.61,true
TX_1,FOODS,2011-10-16,5868.54,true
TX_1,FOODS,2011-10-17,4422.7,true
TX_1,FOODS,2011-10-18,3695.31,true
TX_1,FOODS,2011-10-19,3475.28,true
TX_1,FOODS,2011-10-20,3030.35,true
TX_1,FOODS,2011-10-21,3607.02,true
TX_1,FOODS,2011-10-22,4244.09,true
TX_1,FOODS,2011-10-23,4720.58,true
TX_1,FOODS,2011-10-24,3356.41,true
TX_1,FOODS,2011-10-25,3022.7,true
TX_1,FOODS,2011-10-26,3336.44,true
TX_1,FOODS,2011-10-27,2961.23,true
TX_1,FOODS,2011-10-28,3456.81,true
TX_1,FOODS,2011-10-29,4325.06,true
TX_1,FOODS,2011-10-30,4628.35,true
TX_1,FOODS,2011-10-31,3242.83,true
TX_1,FOODS,2011-11-01,4283.68,true
TX_1,FOODS,2011-11-02,3104.47,true
TX_1,FOODS,2011-11-03,3556.05,true
TX_1,FOODS,2011-11-04,3001.06,true
TX_1,FOODS,2011-11-05,5458.39,true
TX_1,FOODS,2011-11-06,5514.38,true
TX_1,FOODS,2011-11-07,4574.84,true
TX_1,FOODS,2011-11-08,3580.13,true
TX_1,FOODS,2011-11-09,4120.85,true
TX_1,FOODS,2011-11-10,3552.47,true
TX_1,FOODS,2011-11-11,3918.47,true
TX_1,FOODS,2011-11-12,5439.07,true
TX_1,FOODS,2011-11-13,6092.46,true
TX_1,FOODS,2011-11-14,4259.03,true
TX_1,FOODS,2011-11-15,4688.45,true
TX_1,FOODS,2011-11-16,3705.78,true
TX_1,FOODS,2011-11-17,3687.65,true
TX_1,FOODS,2011-11-18,3672.22,true
TX_1,FOODS,2011-11-19,4466.75,true
TX_1,FOODS,2011-11-20,4779.1,true
TX_1,FOODS,2011-11-21,3608.61,true
TX_1,FOODS,2011-11-22,3760.8,true
TX_1,FOODS,2011-11-23,5122.89,true
TX_1,FOODS,2011-11-24,3917.56,true
TX_1,FOODS,2011-11-25,2978.63,true
TX_1,FOODS,2011-11-26,3199.71,true
TX_1,FOODS,2011-11-27,3724.32,true
TX_1,FOODS,2011-11-28,3163.55,true
TX_1,FOODS,2011-11-29,2990.19,true
TX_1,FOODS,2011-11-30,3022.32,true
TX_1,FOODS,2011-12-01,4031.24,true
TX_1,FOODS,2011-12-02,3728.66,true
TX_1,FOODS,2011-12-03,5462.67,true
TX_1,FOODS,2011-12-04,4970.23,true
TX_1,FOODS,2011-12-05,4676.09,true
TX_1,FOODS,2011-12-06,4636.33,true
TX_1,FOODS,2011-12-07,4269.27,true
TX_1,FOODS,2011-12-08,3260.93,true
TX_1,FOODS,2011-12-09,4370.74,true
TX_1,FOODS,2011-12-10,4573.57,true
TX_1,FOODS,2011-12-11,6399.92,true
TX_1,FOODS,2011-12-12,4685.9,true
TX_1,FOODS,2011-12-13,5007.15,true
TX_1,FOODS,2011-12-14,4376.84,true
TX_1,FOODS,2011-12-15,5442.6,true
TX_1,FOODS,2011-12-16,4364.73,true
TX_1,FOODS,2011-12-17,5044.59,true
TX_1,FOODS,2011-12-18,4489.8,true
TX_1,FOODS,2011-12-19,3962.66,true
TX_1,FOODS,2011-12-20,3843.41,true
TX_1,FOODS,2011-12-21,3821.75,true
TX_1,FOODS,2011-12-22,4153.19,true
TX_1,FOODS,2011-12-23,5116.51,true
TX_1,FOODS,2011-12-24,5358.52,true
TX_1,FOODS,2011-12-25,4965.81,true
TX_1,FOODS,2011-12-26,4573.1,true
TX_1,FOODS,2011-12-27,3649.6,true
TX_1,FOODS,2011-12-28,3482.41,true
TX_1,FOODS,2011-12-29,3460.31,true
TX_1,FOODS,2011-12-30,4377.43,true
TX_1,FOODS,2011-12-31,5141.41,true
TX_1,FOODS,2012-01-01,4286.29,true
TX_1,FOODS,2012-01-02,4377.51,true
TX_1,FOODS,2012-01-03,4441.05,true
TX_1,FOODS,2012-01-04,3617.45,true
TX_1,FOODS,2012-01-05,4202.9,true
TX_1,FOODS,2012-01-06,4958.01,true
TX_1,FOODS,2012-01-07,5692.88,true
TX_1,FOODS,2012-01-08,5835.55,true
TX_1,FOODS,2012-01-09,3716.53,true
TX_1,FOODS,2012-01-10,3965.98,true
TX_1,FOODS,2012-01-11,4728.81,true
TX_1,FOODS,2012-01-12,4252.36,true
TX_1,FOODS,2012-01-13,5090.79,true
TX_1,FOODS,2012-01-14,5344.01,true
TX_1,FOODS,2012-01-15,6238.53,true
TX_1,FOODS,2012-01-16,4963.05,true
TX_1,FOODS,2012-01-17,3437.68,true
TX_1,FOODS,2012-01-18,3499.76,true
TX_1,FOODS,2012-01-19,3699.94,true
TX_1,FOODS,2012-01-20,3869.41,true
TX_1,FOODS,2012-01-21,5064.21,true
TX_1,FOODS,2012-01-22,4643.19,true
TX_1,FOODS,2012-01-23,3607.13,true
TX_1,FOODS,2012-01-24,3002.42,true
TX_1,FOODS,2012-01-25,2776.64,true
TX_1,FOODS,2012-01-26,3260.03,true
TX_1,FOODS,2012-01-27,3664.6,true
TX_1,FOODS,2012-01-28,4204.29,true
TX_1,FOODS,2012-01-29,4741.39,true
TX_1,FOODS,2012-01-30,3705.93,true
TX_1,FOODS,2012-01-31,3116.46,true
TX_1,FOODS,2012-02-01,4840.91,true
TX_1,FOODS,2012-02-02,3669.68,true
TX_1,FOODS,2012-02-03,4762.84,true
TX_1,FOODS,2012-02-04,5458.15,true
TX_1,FOODS,2012-02-05,6760.04,true
TX_1,FOODS,2012-02-06,4638.65,true
TX_1,FOODS,2012-02-07,4658.84,true
TX_1,FOODS,2012-02-08,3796.49,true
TX_1,FOODS,2012-02-09,4180.85,true
TX_1,FOODS,2012-02-10,3889.72,true
TX_1,FOODS,2012-02-11,5618.84,true
TX_1,FOODS,2012-02-12,6653.67,true
TX_1,FOODS,2012-02-13,5586.45,true
TX_1,FOODS,2012-02-14,3990.71,true
TX_1,FOODS,2012-02-15,4310.9,true
TX_1,FOODS,2012-02-16,3561.48,true
TX_1,FOODS,2012-02-17,3559.24,true
TX_1,FOODS,2012-02-18,4681.92,true
TX_1,FOODS,2012-02-19,6000.72,true
TX_1,FOODS,2012-02-20,4510.77,true
TX_1,FOODS,2012-02-21,3584.34,true
TX_1,FOODS,2012-02-22,3723.0,true
TX_1,FOODS,2012-02-23,3753.25,true
TX_1,FOODS,2012-02-24,4128.61,true
TX_1,FOODS,2012-02-25,4534.64,true
TX_1,FOODS,2012-02-26,5504.11,true
TX_1,FOODS,2012-02-27,3905.35,true
TX_1,FOODS,2012-02-28,3653.55,true
TX_1,FOODS,2012-02-29,3516.04,true
TX_1,FOODS,2012-03-01,4861.68,true
TX_1,FOODS,2012-03-02,4542.94,true
TX_1,FOODS,2012-03-03,5680.07,true
TX_1,FOODS,2012-03-04,6221.61,true
TX_1,FOODS,2012-03-05,5139.82,true
TX_1,FOODS,2012-03-06,4936.67,true
TX_1,FOODS,2012-03-07,4430.19,true
TX_1,FOODS,2012-03-08,4451.26,true
TX_1,FOODS,2012-03-09,4624.68,true
TX_1,FOODS,2012-03-10,5698.76,true
TX_1,FOODS,2012-03-11,6414.36,true
TX_1,FOODS,2012-03-12,6078.57,true
TX_1,FOODS,2012-03-13,5987.58,true
TX_1,FOODS,2012-03-14,4974.94,true
TX_1,FOODS,2012-03-15,5673.76,true
TX_1,FOODS,2012-03-16,5370.03,true
TX_1,FOODS,2012-03-17,5369.75,true
TX_1,FOODS,2012-03-18,6385.86,true
TX_1,FOODS,2012-03-19,4430.99,true
TX_1,FOODS,2012-03-20,4118.59,true
TX_1,FOODS,2012-03-21,4034.26,true
TX_1,FOODS,2012-03-22,3552.78,true
TX_1,FOODS,2012-03-23,4388.42,true
TX_1,FOODS,2012-03-24,5298.8,true
TX_1,FOODS,2012-03-25,5729.58,true
TX_1,FOODS,2012-03-26,4423.46,true
TX_1,FOODS,2012-03-27,3853.74,true
TX_1,FOODS,2012-03-28,3557.64,true
TX_1,FOODS,2012-03-29,3458.85,true
TX_1,FOODS,2012-03-30,4101.74,true
TX_1,FOODS,2012-03-31,4764.24,true
TX_1,FOODS,2012-04-01,6901.63,true
TX_1,FOODS,2012-04-02,4149.77,true
TX_1,FOODS,2012-04-03,5445.93,true
TX_1,FOODS,2012-04-04,4265.41,true
TX_1,FOODS,2012-04-05,5144.72,true
TX_1,FOODS,2012-04-06,6531.68,true
TX_1,FOODS,2012-04-07,8212.22,true
TX_1,FOODS,2012-04-08,8057.01,true
TX_1,FOODS,2012-04-09,4877.42,true
TX_1,FOODS,2012-04-10,4309.61,true
TX_1,FOODS,2012-04-11,5017.4800000000005,true
TX_1,FOODS,2012-04-12,5284.84,true
TX_1,FOODS,2012-04-13,5656.37,true
TX_1,FOODS,2012-04-14,6104.81,true
TX_1,FOODS,2012-04-15,7137.9800000000005,true
TX_1,FOODS,2012-04-16,4662.85,true
TX_1,FOODS,2012-04-17,4530.85,true
TX_1,FOODS,2012-04-18,4230.63,true
TX_1,FOODS,2012-04-19,4081.17,true
TX_1,FOODS,2012-04-20,3502.27,true
TX_1,FOODS,2012-04-21,5616.81,true
TX_1,FOODS,2012-04-22,6026.18,true
TX_1,FOODS,2012-04-23,4435.84,true
TX_1,FOODS,2012-04-24,4245.08,true
TX_1,FOODS,2012-04-25,4045.76,true
TX_1,FOODS,2012-04-26,3859.43,true
TX_1,FOODS,2012-04-27,3772.64,true
TX_1,FOODS,2012-04-28,5645.13,true
TX_1,FOODS,2012-04-29,5708.57,true
TX_1,FOODS,2012-04-30,4477.63,true
TX_1,FOODS,2012-05-01,5690.65,true
TX_1,FOODS,2012-05-02,4481.59,true
TX_1,FOODS,2012-05-03,4929.74,true
TX_1,FOODS,2012-05-04,4712.91,true
TX_1,FOODS,2012-05-05,6856.95,true
TX_1,FOODS,2012-05-06,7965.78,true
TX_1,FOODS,2012-05-07,6151.02,true
TX_1,FOODS,2012-05-08,4524.2,true
TX_1,FOODS,2012-05-09,4679.18,true
TX_1,FOODS,2012-05-10,4612.36,true
TX_1,FOODS,2012-05-11,5066.15,true
TX_1,FOODS,2012-05-12,6535.41,true
TX_1,FOODS,2012-05-13,6783.7,true
TX_1,FOODS,2012-05-14,5098.22,true
TX_1,FOODS,2012-05-15,5404.05,true
TX_1,FOODS,2012-05-16,4454.55,true
TX_1,FOODS,2012-05-17,4209.83,true
TX_1,FOODS,2012-05-18,4914.37,true
TX_1,FOODS,2012-05-19,6020.27,true
TX_1,FOODS,2012-05-20,6456.37,true
TX_1,FOODS,2012-05-21,4378.42,true
TX_1,FOODS,2012-05-22,4077.5,true
TX_1,FOODS,2012-05-23,3907.96,true
TX_1,FOODS,2012-05-24,4300.46,true
TX_1,FOODS,2012-05-25,4531.92,true
TX_1,FOODS,2012-05-26,5713.73,true
TX_1,FOODS,2012-05-27,5701.02,true
TX_1,FOODS,2012-05-28,5275.4,true
TX_1,FOODS,2012-05-29,4811.37,true
TX_1,FOODS,2012-05-30,4554.67,true
TX_1,FOODS,2012-05-31,3771.88,true
TX_1,FOODS,2012-06-01,5683.4400000000005,true
TX_1,FOODS,2012-06-02,5514.14,true
TX_1,FOODS,2012-06-03,6708.45,true
TX_1,FOODS,2012-06-04,5085.37,true
TX_1,FOODS,2012-06-05,5349.74,true
TX_1,FOODS,2012-06-06,5411.07,true
TX_1,FOODS,2012-06-07,5504.09,true
TX_1,FOODS,2012-06-08,4928.85,true
TX_1,FOODS,2012-06-09,6316.61,true
TX_1,FOODS,2012-06-10,6604.06,true
TX_1,FOODS,2012-06-11,5922.46,true
TX_1,FOODS,2012-06-12,5609.46,true
TX_1,FOODS,2012-06-13,5001.6,true
TX_1,FOODS,2012-06-14,4578.46,true
TX_1,FOODS,2012-06-15,6496.33,true
TX_1,FOODS,2012-06-16,5846.66,true
TX_1,FOODS,2012-06-17,6439.03,true
TX_1,FOODS,2012-06-18,5004.7,true
TX_1,FOODS,2012-06-19,4134.45,true
TX_1,FOODS,2012-06-20,4595.22,true
TX_1,FOODS,2012-06-21,4125.18,true
TX_1,FOODS,2012-06-22,4665.46,true
TX_1,FOODS,2012-06-23,5421.61,true
TX_1,FOODS,2012-06-24,6052.82,true
TX_1,FOODS,2012-06-25,4494.41,true
TX_1,FOODS,2012-06-26,3898.65,true
TX_1,FOODS,2012-06-27,3865.27,true
TX_1,FOODS,2012-06-28,3354.77,true
TX_1,FOODS,2012-06-29,4474.29,true
TX_1,FOODS,2012-06-30,4682.49,true
TX_1,FOODS,2012-07-01,6279.6900000000005,true
TX_1,FOODS,2012-07-02,4457.22,true
TX_1,FOODS,2012-07-03,5207.1,true
TX_1,FOODS,2012-07-04,4820.12,true
TX_1,FOODS,2012-07-05,4472.89,true
TX_1,FOODS,2012-07-06,5754.43,true
TX_1,FOODS,2012-07-07,6814.95,true
TX_1,FOODS,2012-07-08,5341.08,true
TX_1,FOODS,2012-07-09,5034.45,true
TX_1,FOODS,2012-07-10,4013.45,true
TX_1,FOODS,2012-07-11,4948.03,true
TX_1,FOODS,2012-07-12,4935.55,true
TX_1,FOODS,2012-07-13,5678.28,true
TX_1,FOODS,2012-07-14,5782.12,true
TX_1,FOODS,2012-07-15,7625.19,true
TX_1,FOODS,2012-07-16,4665.4800000000005,true
TX_1,FOODS,2012-07-17,4332.59,true
TX_1,FOODS,2012-07-18,3767.12,true
TX_1,FOODS,2012-07-19,4103.21,true
TX_1,FOODS,2012-07-20,4508.12,true
TX_1,FOODS,2012-07-21,5395.75,true
TX_1,FOODS,2012-07-22,5581.1,true
TX_1,FOODS,2012-07-23,4110.9,true
TX_1,FOODS,2012-07-24,3629.05,true
TX_1,FOODS,2012-07-25,3622.44,true
TX_1,FOODS,2012-07-26,3901.33,true
TX_1,FOODS,2012-07-27,4116.24,true
TX_1,FOODS,2012-07-28,4685.75,true
TX_1,FOODS,2012-07-29,5297.63,true
TX_1,FOODS,2012-07-30,4168.64,true
TX_1,FOODS,2012-07-31,3681.09,true
TX_1,FOODS,2012-08-01,5072.36,true
TX_1,FOODS,2012-08-02,4183.4800000000005,true
TX_1,FOODS,2012-08-03,5304.9,true
TX_1,FOODS,2012-08-04,5733.86,true
TX_1,FOODS,2012-08-05,5933.55,true
TX_1,FOODS,2012-08-06,5368.29,true
TX_1,FOODS,2012-08-07,4990.57,true
TX_1,FOODS,2012-08-08,4070.84,true
TX_1,FOODS,2012-08-09,5007.92,true
TX_1,FOODS,2012-08-10,4362.26,true
TX_1,FOODS,2012-08-11,6021.74,true
TX_1,FOODS,2012-08-12,6984.64,true
TX_1,FOODS,2012-08-13,5606.02,true
TX_1,FOODS,2012-08-14,4343.61,true
TX_1,FOODS,2012-08-15,5623.61,true
TX_1,FOODS,2012-08-16,4793.97,true
TX_1,FOODS,2012-08-17,4703.2,true
TX_1,FOODS,2012-08-18,5128.07,true
TX_1,FOODS,2012-08-19,5838.49,true
TX_1,FOODS,2012-08-20,4373.84,true
TX_1,FOODS,2012-08-21,4122.26,true
TX_1,FOODS,2012-08-22,4143.87,true
TX_1,FOODS,2012-08-23,3905.05,true
TX_1,FOODS,2012-08-24,4053.17,true
TX_1,FOODS,2012-08-25,5405.81,true
TX_1,FOODS,2012-08-26,6322.82,true
TX_1,FOODS,2012-08-27,4315.95,true
TX_1,FOODS,2012-08-28,4069.44,true
TX_1,FOODS,2012-08-29,3496.77,true
TX_1,FOODS,2012-08-30,3409.0,true
